key_date,date,year,month,day,week_date,oil_value_usd,euro_value_usd,dolar_value_brl,ipc_value_percent_a_m,nasdaq_value
2012-12-23,2012-12-23,2012,12,23,Sunday,109.95,,,,
2012-12-24,2012-12-24,2012,12,24,Monday,110.57,0.756491023633517,,,
2012-12-25,2012-12-25,2012,12,25,Tuesday,109.13,,,,
2012-12-26,2012-12-26,2012,12,26,Wednesday,110.72,0.75443808685446,,,2990.0
2012-12-27,2012-12-27,2012,12,27,Thursday,110.04,0.753744250229991,,,2986.0
2012-12-28,2012-12-28,2012,12,28,Friday,108.44,0.755927939925276,,,2960.0
2012-12-30,2012-12-30,2012,12,30,Sunday,110.72,,,,
2012-12-31,2012-12-31,2012,12,31,Monday,110.04,0.758143503747125,,0.66,3020.0
2013-01-01,2013-01-01,2013,1,1,Tuesday,110.05,,2.030477273,,
2013-01-02,2013-01-02,2013,1,2,Wednesday,112.98,0.754323086018327,,,3112.0
2013-01-03,2013-01-03,2013,1,3,Thursday,113.03,0.763240340146203,,,3101.0
2013-01-04,2013-01-04,2013,1,4,Friday,110.8,0.765583417669328,,,3102.0
2013-01-06,2013-01-06,2013,1,6,Sunday,112.98,,,,
2013-01-07,2013-01-07,2013,1,7,Monday,113.03,0.765941400505298,,0.77,
2013-01-08,2013-01-08,2013,1,8,Tuesday,112.58,0.764125357842399,,,3092.0
2013-01-09,2013-01-09,2013,1,9,Wednesday,113.07,0.766403903903904,,,3106.0
2013-01-10,2013-01-10,2013,1,10,Thursday,112.97,0.758268772348033,,,3122.0
2013-01-11,2013-01-11,2013,1,11,Friday,112.49,0.749567011828868,,,3126.0
2013-01-12,2013-01-12,2013,1,12,Saturday,113.03,,,,
2013-01-13,2013-01-13,2013,1,13,Sunday,113.07,,,,
2013-01-14,2013-01-14,2013,1,14,Monday,112.97,0.748839949915298,,,3118.0
2013-01-15,2013-01-15,2013,1,15,Tuesday,110.3,0.750064425873431,,0.89,3111.0
2013-01-16,2013-01-16,2013,1,16,Wednesday,110.97,0.753349820973755,,,3118.0
2013-01-17,2013-01-17,2013,1,17,Thursday,111.01,0.749412542223528,,,3136.0
2013-01-18,2013-01-18,2013,1,18,Friday,111.32,0.750624265569918,,,3135.0
2013-01-19,2013-01-19,2013,1,19,Saturday,111.72,,,,
2013-01-20,2013-01-20,2013,1,20,Sunday,110.97,,,,
2013-01-21,2013-01-21,2013,1,21,Monday,111.01,0.751260071373386,,,
2013-01-22,2013-01-22,2013,1,22,Tuesday,111.71,0.751091542836177,,1.03,3143.0
2013-01-23,2013-01-23,2013,1,23,Wednesday,113.68,0.749917264202979,,,3154.0
2013-01-24,2013-01-24,2013,1,24,Thursday,114.59,0.749346200596707,,,3130.0
2013-01-25,2013-01-25,2013,1,25,Friday,113.88,0.74217034977316,,,3150.0
2013-01-26,2013-01-26,2013,1,26,Saturday,112.72,,,,
2013-01-27,2013-01-27,2013,1,27,Sunday,113.68,,,,
2013-01-28,2013-01-28,2013,1,28,Monday,114.59,0.742489270386266,,,3154.0
2013-01-29,2013-01-29,2013,1,29,Tuesday,113.88,0.741684359518754,,,3154.0
2013-01-30,2013-01-30,2013,1,30,Wednesday,115.42,0.737966327968553,,,3142.0
2013-01-31,2013-01-31,2013,1,31,Thursday,115.55,0.736762144736354,,1.01,3142.0
2013-02-01,2013-02-01,2013,2,1,Friday,113.92,0.735443460212742,1.972677778,,3179.0
2013-02-02,2013-02-02,2013,2,2,Saturday,115.22,,,,
2013-02-03,2013-02-03,2013,2,3,Sunday,115.42,,,,
2013-02-04,2013-02-04,2013,2,4,Monday,115.55,0.736805066854328,,,3131.0
2013-02-05,2013-02-05,2013,2,5,Tuesday,115.55,0.73893328377625,,,3172.0
2013-02-07,2013-02-07,2013,2,7,Thursday,117.17,0.744535159336318,,0.88,3165.0
2013-02-08,2013-02-08,2013,2,8,Friday,116.06,0.746985201810781,,,3194.0
2013-02-09,2013-02-09,2013,2,9,Saturday,117.03,,,,
2013-02-11,2013-02-11,2013,2,11,Monday,117.17,,,,3192.0
2013-02-12,2013-02-12,2013,2,12,Tuesday,118.9,,,,3186.0
2013-02-13,2013-02-13,2013,2,13,Wednesday,118.43,0.743498639250076,,,3197.0
2013-02-14,2013-02-14,2013,2,14,Thursday,118.48,0.749523591737175,,,3199.0
2013-02-15,2013-02-15,2013,2,15,Friday,118.29,0.749292759385274,,0.55,3192.0
2013-02-16,2013-02-16,2013,2,16,Saturday,117.89,,,,
2013-02-17,2013-02-17,2013,2,17,Sunday,118.43,,,,
2013-02-18,2013-02-18,2013,2,18,Monday,118.48,0.748962734574245,,,
2013-02-19,2013-02-19,2013,2,19,Tuesday,117.4,0.748662897310513,,,3214.0
2013-02-20,2013-02-20,2013,2,20,Wednesday,116.23,0.747888561929147,,,3164.0
2013-02-21,2013-02-21,2013,2,21,Thursday,114.19,0.75619295958279,,,3131.0
2013-02-22,2013-02-22,2013,2,22,Friday,113.74,0.759754780999383,,0.26,3162.0
2013-02-23,2013-02-23,2013,2,23,Saturday,117.04,,,,
2013-02-24,2013-02-24,2013,2,24,Sunday,116.23,,,,
2013-02-25,2013-02-25,2013,2,25,Monday,114.19,0.756711022229059,,,3116.0
2013-02-26,2013-02-26,2013,2,26,Tuesday,113.74,0.76505558987029,,,3130.0
2013-02-27,2013-02-27,2013,2,27,Wednesday,112.24,0.762893348226322,,,3162.0
2013-02-28,2013-02-28,2013,2,28,Thursday,112.2,0.764710436667699,,0.33,3160.0
2013-03-01,2013-03-01,2013,3,1,Friday,114.55,0.77016801831516,1.98227,,3170.0
2013-03-02,2013-03-02,2013,3,2,Saturday,112.96,,,,
2013-03-03,2013-03-03,2013,3,3,Sunday,112.24,,,,
2013-03-04,2013-03-04,2013,3,4,Monday,112.2,0.768637332816437,,,3182.0
2013-03-05,2013-03-05,2013,3,5,Tuesday,110.14,0.767698425074068,,,3224.0
2013-03-06,2013-03-06,2013,3,6,Wednesday,110.27,0.769227761485826,,,3222.0
2013-03-07,2013-03-07,2013,3,7,Thursday,110.42,0.764339637325862,,0.52,3232.0
2013-03-08,2013-03-08,2013,3,8,Friday,109.9,0.770426480451336,,,3244.0
2013-03-09,2013-03-09,2013,3,9,Saturday,110.42,,,,
2013-03-10,2013-03-10,2013,3,10,Sunday,110.27,,,,
2013-03-11,2013-03-11,2013,3,11,Monday,110.42,0.76828166136194,,,3253.0
2013-03-12,2013-03-12,2013,3,12,Tuesday,108.91,0.767978982040624,,,3242.0
2013-03-13,2013-03-13,2013,3,13,Wednesday,107.51,0.77218876687527,,,3245.0
2013-03-14,2013-03-14,2013,3,14,Thursday,108.1,0.770429539136223,,,3259.0
2013-03-15,2013-03-15,2013,3,15,Friday,108.64,0.765346457913502,,0.63,3249.0
2013-03-16,2013-03-16,2013,3,16,Saturday,108.48,,,,
2013-03-17,2013-03-17,2013,3,17,Sunday,107.51,,,,
2013-03-18,2013-03-18,2013,3,18,Monday,108.1,0.771659353034834,,,3238.0
2013-03-19,2013-03-19,2013,3,19,Tuesday,109.32,0.775973390725885,,,3229.0
2013-03-20,2013-03-20,2013,3,20,Wednesday,108.27,0.772202572972133,,,3254.0
2013-03-21,2013-03-21,2013,3,21,Thursday,106.41,0.773688909592019,,,3223.0
2013-03-22,2013-03-22,2013,3,22,Friday,108.54,0.76940133037694,,0.78,3245.0
2013-03-24,2013-03-24,2013,3,24,Sunday,108.27,,,,
2013-03-25,2013-03-25,2013,3,25,Monday,106.41,0.776107899807322,,,3235.0
2013-03-26,2013-03-26,2013,3,26,Tuesday,106.51,0.777721852253368,,,3252.0
2013-03-27,2013-03-27,2013,3,27,Wednesday,108.51,0.782364341085271,,,3257.0
2013-03-28,2013-03-28,2013,3,28,Thursday,108.45,0.778942482497196,,,3268.0
2013-03-29,2013-03-29,2013,3,29,Friday,106.66,,,,
2013-03-30,2013-03-30,2013,3,30,Saturday,107.1,,,,
2013-03-31,2013-03-31,2013,3,31,Sunday,108.51,,,0.72,
2013-04-01,2013-04-01,2013,4,1,Monday,108.45,0.777790621508111,2.001631818,,3239.0
2013-04-02,2013-04-02,2013,4,2,Tuesday,109.66,0.778991661519457,,,3255.0
2013-04-03,2013-04-03,2013,4,3,Wednesday,107.82,0.778393138725434,,,3219.0
2013-04-04,2013-04-04,2013,4,4,Thursday,105.09,0.777978895478703,,,3225.0
2013-04-05,2013-04-05,2013,4,5,Friday,108.76,0.767565703777488,,,3204.0
2013-04-06,2013-04-06,2013,4,6,Saturday,109.66,,,,
2013-04-07,2013-04-07,2013,4,7,Sunday,107.82,,,0.71,
2013-04-08,2013-04-08,2013,4,8,Monday,105.09,0.768743481787632,,,3222.0
2013-04-09,2013-04-09,2013,4,9,Tuesday,103.98,0.763708374990387,,,3238.0
2013-04-10,2013-04-10,2013,4,10,Wednesday,104.8,0.765751836103595,,,3297.0
2013-04-11,2013-04-11,2013,4,11,Thursday,103.62,0.761948884256042,,,3300.0
2013-04-12,2013-04-12,2013,4,12,Friday,103.16,0.763769180226491,,,3295.0
2013-04-13,2013-04-13,2013,4,13,Saturday,104.08,,,,
2013-04-14,2013-04-14,2013,4,14,Sunday,104.8,,,,
2013-04-15,2013-04-15,2013,4,15,Monday,103.62,0.764535445238555,,0.65,3216.0
2013-04-16,2013-04-16,2013,4,16,Tuesday,100.58,0.761138093234923,,,3265.0
2013-04-17,2013-04-17,2013,4,17,Wednesday,96.84,0.766236261624779,,,3205.0
2013-04-18,2013-04-18,2013,4,18,Thursday,97.48,0.764694721663568,,,3166.0
2013-04-19,2013-04-19,2013,4,19,Friday,99.32,0.765353550746724,,,3206.0
2013-04-20,2013-04-20,2013,4,20,Saturday,97.88,,,,
2013-04-21,2013-04-21,2013,4,21,Sunday,96.84,,,,
2013-04-22,2013-04-22,2013,4,22,Monday,97.48,0.766107880031931,,0.54,3234.0
2013-04-23,2013-04-23,2013,4,23,Tuesday,98.94,0.768527338540674,,,3269.0
2013-04-24,2013-04-24,2013,4,24,Wednesday,100.71,0.769412032990004,,,3270.0
2013-04-25,2013-04-25,2013,4,25,Thursday,101.62,0.768927957194726,,,3290.0
2013-04-26,2013-04-26,2013,4,26,Friday,99.07,0.767822181273753,,,3279.0
2013-04-27,2013-04-27,2013,4,27,Saturday,99.25,,,,
2013-04-28,2013-04-28,2013,4,28,Sunday,100.71,,,,
2013-04-29,2013-04-29,2013,4,29,Monday,101.62,0.763932923335498,,,3307.0
2013-04-30,2013-04-30,2013,4,30,Tuesday,102.39,0.759255044758003,,0.52,3329.0
2013-05-01,2013-05-01,2013,5,1,Wednesday,98.34,,2.034266667,,
2013-05-02,2013-05-02,2013,5,2,Thursday,100.32,0.765290578109529,,,3341.0
2013-05-03,2013-05-03,2013,5,3,Friday,102.88,0.762600576893882,,,3379.0
2013-05-04,2013-05-04,2013,5,4,Saturday,101.53,,,,
2013-05-05,2013-05-05,2013,5,5,Sunday,98.34,,,,
2013-05-06,2013-05-06,2013,5,6,Monday,100.32,0.765282474070134,,,3393.0
2013-05-07,2013-05-07,2013,5,7,Tuesday,104.6,0.764290057768319,,0.45,3397.0
2013-05-08,2013-05-08,2013,5,8,Wednesday,103.79,0.75876960375786,,,3413.0
2013-05-09,2013-05-09,2013,5,9,Thursday,103.59,0.7630046805434,,,3409.0
2013-05-10,2013-05-10,2013,5,10,Friday,105.0,0.771910412453737,,,3437.0
2013-05-11,2013-05-11,2013,5,11,Saturday,105.18,,,,
2013-05-12,2013-05-12,2013,5,12,Sunday,103.79,,,,
2013-05-13,2013-05-13,2013,5,13,Monday,103.59,0.770348281530757,,,3439.0
2013-05-14,2013-05-14,2013,5,14,Tuesday,101.31,0.771060722521138,,,3463.0
2013-05-15,2013-05-15,2013,5,15,Wednesday,101.57,0.777534393974329,,0.38,3472.0
2013-05-16,2013-05-16,2013,5,16,Thursday,104.27,0.775243052897497,,,3465.0
2013-05-17,2013-05-17,2013,5,17,Friday,102.17,0.780085850068987,,,3499.0
2013-05-18,2013-05-18,2013,5,18,Saturday,102.7,,,,
2013-05-19,2013-05-19,2013,5,19,Sunday,101.57,,,,
2013-05-20,2013-05-20,2013,5,20,Monday,104.27,0.777314779417387,,,3496.0
2013-05-21,2013-05-21,2013,5,21,Tuesday,103.83,0.774533996431419,,,3502.0
2013-05-22,2013-05-22,2013,5,22,Wednesday,102.14,0.777299069696508,,0.4,3463.0
2013-05-23,2013-05-23,2013,5,23,Thursday,100.46,0.772910315757781,,,3459.0
2013-05-24,2013-05-24,2013,5,24,Friday,104.55,0.774068059070136,,,3459.0
2013-05-25,2013-05-25,2013,5,25,Saturday,103.1,,,,
2013-05-26,2013-05-26,2013,5,26,Sunday,102.14,,,,
2013-05-27,2013-05-27,2013,5,27,Monday,100.46,0.773028545605182,,,
2013-05-28,2013-05-28,2013,5,28,Tuesday,101.24,0.776936122102883,,,3489.0
2013-05-29,2013-05-29,2013,5,29,Wednesday,102.14,0.772621380763968,,,3468.0
2013-05-30,2013-05-30,2013,5,30,Thursday,101.79,,,,3491.0
2013-05-31,2013-05-31,2013,5,31,Friday,100.43,0.770306402659344,,0.32,3456.0
2013-06-01,2013-06-01,2013,6,1,Saturday,103.77,,2.172375,,
2013-06-02,2013-06-02,2013,6,2,Sunday,102.14,,,,
2013-06-03,2013-06-03,2013,6,3,Monday,101.79,0.763660420540695,,,3465.0
2013-06-04,2013-06-04,2013,6,4,Tuesday,100.43,0.764879240943071,,,3445.0
2013-06-05,2013-06-05,2013,6,5,Wednesday,103.51,0.764013815931496,,,3401.0
2013-06-06,2013-06-06,2013,6,6,Thursday,103.37,0.754830917874396,,,3424.0
2013-06-07,2013-06-07,2013,6,7,Friday,101.63,0.75535449211847,,0.48,3469.0
2013-06-08,2013-06-08,2013,6,8,Saturday,102.04,,,,
2013-06-09,2013-06-09,2013,6,9,Sunday,103.51,,,,
2013-06-10,2013-06-10,2013,6,10,Monday,103.37,0.755630511928604,,,3474.0
2013-06-11,2013-06-11,2013,6,11,Tuesday,104.07,0.753061795786969,,,3437.0
2013-06-12,2013-06-12,2013,6,12,Wednesday,103.11,0.748715439197455,,,3400.0
2013-06-13,2013-06-13,2013,6,13,Thursday,103.38,0.75107686919979,,,3445.0
2013-06-14,2013-06-14,2013,6,14,Friday,103.87,0.750298476016574,,,3424.0
2013-06-15,2013-06-15,2013,6,15,Saturday,101.5,,,0.43,
2013-06-16,2013-06-16,2013,6,16,Sunday,103.11,,,,
2013-06-17,2013-06-17,2013,6,17,Monday,103.38,0.749617151607963,,,3452.0
2013-06-18,2013-06-18,2013,6,18,Tuesday,105.1,0.745936286470325,,,3482.0
2013-06-19,2013-06-19,2013,6,19,Wednesday,105.56,0.746113989637306,,,3443.0
2013-06-20,2013-06-20,2013,6,20,Thursday,102.72,0.756668682389303,,,3365.0
2013-06-21,2013-06-21,2013,6,21,Friday,105.8,0.762533248038787,,,3357.0
2013-06-22,2013-06-22,2013,6,22,Saturday,105.21,,,0.37,
2013-06-23,2013-06-23,2013,6,23,Sunday,105.56,,,,
2013-06-24,2013-06-24,2013,6,24,Monday,102.72,0.763815856430437,,,3321.0
2013-06-25,2013-06-25,2013,6,25,Tuesday,100.36,0.7644727773949,,,3348.0
2013-06-26,2013-06-26,2013,6,26,Wednesday,100.62,0.768867429411147,,,3376.0
2013-06-27,2013-06-27,2013,6,27,Thursday,102.74,0.768224496254879,,,3402.0
2013-06-28,2013-06-28,2013,6,28,Friday,99.8,0.768585007111389,,,3403.0
2013-06-29,2013-06-29,2013,6,29,Saturday,101.51,,,,
2013-06-30,2013-06-30,2013,6,30,Sunday,100.62,,,0.35,
2013-07-01,2013-07-01,2013,7,1,Monday,102.74,0.765641096078566,2.25156087,,3434.0
2013-07-02,2013-07-02,2013,7,2,Tuesday,102.49,0.768218276547611,,,3433.0
2013-07-03,2013-07-03,2013,7,3,Wednesday,106.12,0.768922407935861,,,3444.0
2013-07-05,2013-07-05,2013,7,5,Friday,103.19,0.779357103524229,,,3479.0
2013-07-06,2013-07-06,2013,7,6,Saturday,103.96,,,,
2013-07-07,2013-07-07,2013,7,7,Sunday,106.12,,,0.23,
2013-07-08,2013-07-08,2013,7,8,Monday,107.75,0.777357061719046,,,3485.0
2013-07-09,2013-07-09,2013,7,9,Tuesday,107.46,0.782786176358667,,,3504.0
2013-07-10,2013-07-10,2013,7,10,Wednesday,108.43,0.778334076334831,,,3521.0
2013-07-11,2013-07-11,2013,7,11,Thursday,108.18,0.766334291025858,,,3578.0
2013-07-12,2013-07-12,2013,7,12,Friday,107.75,0.766396213657877,,,3600.0
2013-07-13,2013-07-13,2013,7,13,Saturday,107.9,,,,
2013-07-14,2013-07-14,2013,7,14,Sunday,108.43,,,,
2013-07-15,2013-07-15,2013,7,15,Monday,108.18,0.766938775510204,,0.07,3607.0
2013-07-16,2013-07-16,2013,7,16,Tuesday,109.03,0.760849586439293,,,3598.0
2013-07-17,2013-07-17,2013,7,17,Wednesday,109.67,0.763705878336861,,,3610.0
2013-07-18,2013-07-18,2013,7,18,Thursday,109.71,0.764643347050754,,,3611.0
2013-07-19,2013-07-19,2013,7,19,Friday,109.05,0.760913204722534,,,3588.0
2013-07-20,2013-07-20,2013,7,20,Saturday,109.29,,,,
2013-07-21,2013-07-21,2013,7,21,Sunday,109.67,,,,
2013-07-22,2013-07-22,2013,7,22,Monday,109.71,0.7579738606352,,-0.11,3600.0
2013-07-23,2013-07-23,2013,7,23,Tuesday,109.34,0.75676318651441,,,3579.0
2013-07-24,2013-07-24,2013,7,24,Wednesday,108.23,0.75597050267235,,,3580.0
2013-07-25,2013-07-25,2013,7,25,Thursday,108.1,0.75561750579384,,,3605.0
2013-07-26,2013-07-26,2013,7,26,Friday,108.82,0.753341596596429,,,3613.0
2013-07-27,2013-07-27,2013,7,27,Saturday,109.27,,,,
2013-07-28,2013-07-28,2013,7,28,Sunday,108.23,,,,
2013-07-29,2013-07-29,2013,7,29,Monday,108.1,0.753985193090109,,,3599.0
2013-07-30,2013-07-30,2013,7,30,Tuesday,107.57,0.753704870205218,,,3616.0
2013-07-31,2013-07-31,2013,7,31,Wednesday,107.89,0.752101668199133,,-0.17,3626.0
2013-08-01,2013-08-01,2013,8,1,Thursday,109.94,0.756612184249628,2.341595455,,3676.0
2013-08-02,2013-08-02,2013,8,2,Friday,108.1,0.753581756046267,,,3690.0
2013-08-03,2013-08-03,2013,8,3,Saturday,107.47,,,,
2013-08-04,2013-08-04,2013,8,4,Sunday,107.89,,,,
2013-08-05,2013-08-05,2013,8,5,Monday,109.94,0.75432730133753,,,3693.0
2013-08-06,2013-08-06,2013,8,6,Tuesday,109.63,0.752228339231878,,,3666.0
2013-08-07,2013-08-07,2013,8,7,Wednesday,108.39,0.750293236022416,,-0.02,3654.0
2013-08-08,2013-08-08,2013,8,8,Thursday,107.32,0.746777193955811,,,3669.0
2013-08-09,2013-08-09,2013,8,9,Friday,109.81,0.749670445557606,,,3660.0
2013-08-10,2013-08-10,2013,8,10,Saturday,108.77,,,,
2013-08-11,2013-08-11,2013,8,11,Sunday,108.39,,,,
2013-08-12,2013-08-12,2013,8,12,Monday,107.32,0.751140495867769,,,3670.0
2013-08-13,2013-08-13,2013,8,13,Tuesday,108.49,0.754948872574725,,,3684.0
2013-08-14,2013-08-14,2013,8,14,Wednesday,110.26,0.754380812530592,,,3669.0
2013-08-15,2013-08-15,2013,8,15,Thursday,111.58,0.753795676788471,,0.05,3606.0
2013-08-16,2013-08-16,2013,8,16,Friday,109.28,0.750573321442222,,,
2013-08-17,2013-08-17,2013,8,17,Saturday,110.69,,,,
2013-08-18,2013-08-18,2013,8,18,Sunday,110.26,,,,
2013-08-19,2013-08-19,2013,8,19,Monday,111.58,0.749164297541317,,,3589.0
2013-08-20,2013-08-20,2013,8,20,Tuesday,111.82,0.74482050643937,,,3614.0
2013-08-21,2013-08-21,2013,8,21,Wednesday,110.82,0.747988363456301,,,3600.0
2013-08-22,2013-08-22,2013,8,22,Thursday,110.51,0.748332415396854,,0.16,3639.0
2013-08-23,2013-08-23,2013,8,23,Friday,111.41,0.746715054436241,,,3658.0
2013-08-24,2013-08-24,2013,8,24,Saturday,110.74,0.747,,,
2013-08-25,2013-08-25,2013,8,25,Sunday,110.82,0.7503,,,
2013-08-26,2013-08-26,2013,8,26,Monday,110.51,0.74800416522041,,,3658.0
2013-08-27,2013-08-27,2013,8,27,Tuesday,112.12,0.746996202452842,,,3579.0
2013-08-28,2013-08-28,2013,8,28,Wednesday,116.27,0.750295140550716,,,3593.0
2013-08-29,2013-08-29,2013,8,29,Thursday,116.91,0.755923182969446,,,3620.0
2013-08-30,2013-08-30,2013,8,30,Friday,112.23,0.757793535198671,,,3590.0
2013-08-31,2013-08-31,2013,8,31,Saturday,115.21,,,0.2,
2013-09-01,2013-09-01,2013,9,1,Sunday,116.27,,2.2699,,
2013-09-02,2013-09-02,2013,9,2,Monday,116.91,0.758104338346106,,,
2013-09-03,2013-09-03,2013,9,3,Tuesday,115.97,0.759599491417673,,,3613.0
2013-09-04,2013-09-04,2013,9,4,Wednesday,115.65,0.756775873709931,,,3649.0
2013-09-05,2013-09-05,2013,9,5,Thursday,115.81,0.762194324571727,,,3659.0
2013-09-06,2013-09-06,2013,9,6,Friday,117.15,0.759485721840296,,,3660.0
2013-09-07,2013-09-07,2013,9,7,Saturday,115.49,,,0.25,
2013-09-08,2013-09-08,2013,9,8,Sunday,115.65,,,,
2013-09-09,2013-09-09,2013,9,9,Monday,115.81,0.754196761320537,,,3706.0
2013-09-10,2013-09-10,2013,9,10,Tuesday,117.15,0.754096732545436,,,3729.0
2013-09-11,2013-09-11,2013,9,11,Wednesday,112.37,0.751867627785059,,,3725.0
2013-09-12,2013-09-12,2013,9,12,Thursday,113.11,0.751030774812811,,,3716.0
2013-09-13,2013-09-13,2013,9,13,Friday,115.2,0.753073770491803,,,3722.0
2013-09-14,2013-09-14,2013,9,14,Saturday,112.1,,,,
2013-09-15,2013-09-15,2013,9,15,Sunday,112.37,,,0.27,
2013-09-16,2013-09-16,2013,9,16,Monday,113.11,0.74912350334061,,,3718.0
2013-09-17,2013-09-17,2013,9,17,Tuesday,113.31,0.748659384309831,,,3746.0
2013-09-18,2013-09-18,2013,9,18,Wednesday,109.09,0.749009159034138,,,3784.0
2013-09-19,2013-09-19,2013,9,19,Thursday,110.66,0.739215028513922,,,3789.0
2013-09-20,2013-09-20,2013,9,20,Friday,110.86,0.739363663794549,,,3775.0
2013-09-21,2013-09-21,2013,9,21,Saturday,109.05,,,,
2013-09-22,2013-09-22,2013,9,22,Sunday,109.09,,,0.27,
2013-09-23,2013-09-23,2013,9,23,Monday,110.66,0.74100356494249,,,3765.0
2013-09-24,2013-09-24,2013,9,24,Tuesday,110.22,0.74133521771317,,,3768.0
2013-09-25,2013-09-25,2013,9,25,Wednesday,109.46,0.73878066617911,,,3761.0
2013-09-26,2013-09-26,2013,9,26,Thursday,108.86,0.741498635788913,,,3787.0
2013-09-27,2013-09-27,2013,9,27,Friday,108.56,0.738652354615964,,,3782.0
2013-09-28,2013-09-28,2013,9,28,Saturday,107.68,,,,
2013-09-29,2013-09-29,2013,9,29,Sunday,109.46,,,,
2013-09-30,2013-09-30,2013,9,30,Monday,108.86,0.738875451442961,,0.3,3771.0
2013-10-01,2013-10-01,2013,10,1,Tuesday,109.45,0.738713770535595,2.188056522,,3818.0
2013-10-02,2013-10-02,2013,10,2,Wednesday,109.09,0.735678124167333,,,3815.0
2013-10-03,2013-10-03,2013,10,3,Thursday,109.49,0.732970208243382,,,3774.0
2013-10-04,2013-10-04,2013,10,4,Friday,107.85,0.736162115243373,,,3808.0
2013-10-05,2013-10-05,2013,10,5,Saturday,107.32,,,,
2013-10-06,2013-10-06,2013,10,6,Sunday,109.09,,,,
2013-10-07,2013-10-07,2013,10,7,Monday,109.49,0.73697030363697,,0.38,3770.0
2013-10-08,2013-10-08,2013,10,8,Tuesday,109.42,0.736222578919208,,,3695.0
2013-10-09,2013-10-09,2013,10,9,Wednesday,109.02,0.74001744849339,,,3678.0
2013-10-10,2013-10-10,2013,10,10,Thursday,111.63,0.738774682174736,,,3761.0
2013-10-11,2013-10-11,2013,10,11,Friday,109.66,0.737470005745378,,,3792.0
2013-10-12,2013-10-12,2013,10,12,Saturday,110.56,,,,
2013-10-13,2013-10-13,2013,10,13,Sunday,109.02,,,,
2013-10-14,2013-10-14,2013,10,14,Monday,111.63,0.736264848812095,,,3815.0
2013-10-15,2013-10-15,2013,10,15,Tuesday,110.65,0.741075371081145,,0.45,3794.0
2013-10-16,2013-10-16,2013,10,16,Wednesday,110.79,0.741176067438832,,,3839.0
2013-10-17,2013-10-17,2013,10,17,Thursday,109.55,0.731906390760998,,,3863.0
2013-10-18,2013-10-18,2013,10,18,Friday,110.13,0.730245599810817,,,3914.0
2013-10-19,2013-10-19,2013,10,19,Saturday,110.67,,,,
2013-10-20,2013-10-20,2013,10,20,Sunday,110.79,,,,
2013-10-21,2013-10-21,2013,10,21,Monday,109.55,0.731205220491776,,,3920.0
2013-10-22,2013-10-22,2013,10,22,Tuesday,109.57,0.726010943547311,,0.49,3930.0
2013-10-23,2013-10-23,2013,10,23,Wednesday,107.74,0.725526044609912,,,3907.0
2013-10-24,2013-10-24,2013,10,24,Thursday,106.63,0.724474004807217,,,3929.0
2013-10-25,2013-10-25,2013,10,25,Friday,109.47,0.724956034110894,,,3943.0
2013-10-26,2013-10-26,2013,10,26,Saturday,109.57,,,,
2013-10-27,2013-10-27,2013,10,27,Sunday,107.74,,,,
2013-10-28,2013-10-28,2013,10,28,Monday,106.63,0.72522657105866,,,3943.0
2013-10-29,2013-10-29,2013,10,29,Tuesday,105.7,0.724385382059801,,,3952.0
2013-10-30,2013-10-30,2013,10,30,Wednesday,108.41,0.726427931366367,,,3931.0
2013-10-31,2013-10-31,2013,10,31,Thursday,107.53,0.734322387064511,,0.55,3920.0
2013-11-01,2013-11-01,2013,11,1,Friday,108.29,0.740564949405056,2.29471,,3922.0
2013-11-02,2013-11-02,2013,11,2,Saturday,108.04,,,,
2013-11-03,2013-11-03,2013,11,3,Sunday,108.41,,,,
2013-11-04,2013-11-04,2013,11,4,Monday,107.53,0.740180870024424,,,3937.0
2013-11-05,2013-11-05,2013,11,5,Tuesday,105.78,0.742710680118849,,,3940.0
2013-11-06,2013-11-06,2013,11,6,Wednesday,105.46,0.73850192849966,,,3932.0
2013-11-07,2013-11-07,2013,11,7,Thursday,103.08,0.748066334556896,,0.63,3857.0
2013-11-08,2013-11-08,2013,11,8,Friday,104.85,0.748844575159174,,,3919.0
2013-11-09,2013-11-09,2013,11,9,Saturday,105.01,,,,
2013-11-10,2013-11-10,2013,11,10,Sunday,105.46,,,,
2013-11-11,2013-11-11,2013,11,11,Monday,103.08,0.746034816247582,,,3920.0
2013-11-12,2013-11-12,2013,11,12,Tuesday,104.29,0.74344450101833,,,3920.0
2013-11-13,2013-11-13,2013,11,13,Wednesday,106.9,0.745994541659977,,,3966.0
2013-11-14,2013-11-14,2013,11,14,Thursday,108.29,0.743226424126376,,,3973.0
2013-11-15,2013-11-15,2013,11,15,Friday,105.76,,,0.64,
2013-11-16,2013-11-16,2013,11,16,Saturday,106.29,,,,
2013-11-17,2013-11-17,2013,11,17,Sunday,106.9,,,,
2013-11-18,2013-11-18,2013,11,18,Monday,108.29,0.738722412788816,,,3949.0
2013-11-19,2013-11-19,2013,11,19,Tuesday,108.25,0.740733477152383,,,3932.0
2013-11-20,2013-11-20,2013,11,20,Wednesday,108.27,0.738936758250691,,,3921.0
2013-11-21,2013-11-21,2013,11,21,Thursday,109.9,0.742994266572183,,,3969.0
2013-11-22,2013-11-22,2013,11,22,Friday,108.8,0.738890680425669,,0.67,3992.0
2013-11-23,2013-11-23,2013,11,23,Saturday,108.29,,,,
